Billing_ZIP,Active_subscribers,Not_Active_subscribers,Total_SUBs,AvgMobileRevenue ,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,CRM_PID_Value_Segment_Gold,CRM_PID_Value_Segment_Iron,CRM_PID_Value_Segment_Lead,CRM_PID_Value_Segment_Platinum,CRM_PID_Value_Segment_SE,CRM_PID_Value_Segment_SME,CRM_PID_Value_Segment_Silver,CRM_PID_Value_Segment_Sliver,EffectiveSegment_Other,EffectiveSegment_SE,EffectiveSegment_SME,EffectiveSegment_SOHO,EffectiveSegment_VSE,KA_name_AD?,KA_name_DI,KA_name_Daniela Stefanova,KA_name_Ginka Vachkova,KA_name_Jenia Gogova,KA_name_MT,KA_name_RJ,KA_name_Tatiana Trifonova,KA_name_VM,KA_name_VT,KA_name_VU
4500.0,3,1.0,4,133.0,0.0,133.0,44.33,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4000.0,11,0.0,11,133.0,0.0,133.0,12.09,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6000.0,8,0.0,8,133.0,0.0,133.0,16.63,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6000.0,6,0.0,6,133.0,0.0,133.0,22.17,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4855.0,18,2.0,20,133.17,0.0,133.17,7.4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4002.0,5,0.0,5,133.17,0.0,133.17,26.63,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6000.0,2,0.0,2,133.17,0.0,133.17,66.59,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6000.0,4,1.0,6,133.17,0.0,133.17,33.29,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4300.0,8,1.0,9,133.2,0.0,133.2,16.65,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4101.0,11,0.0,11,133.33,0.0,133.33,12.12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1330.0,7,0.0,7,133.33,0.0,133.33,19.05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6000.0,4,0.0,4,133.33,0.0,133.33,33.33,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6100.0,10,0.0,10,133.33,0.0,133.33,13.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4283.0,9,3.0,12,133.5,0.0,133.5,14.83,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4400.0,5,1.0,6,133.5,0.0,133.5,26.7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4000.0,4,0.0,4,133.5,0.0,133.5,33.38,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4003.0,13,1.0,14,133.5,0.0,133.5,10.27,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4127.0,9,0.0,9,133.5,0.0,133.5,14.83,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6000.0,4,0.0,4,133.5,0.0,133.5,33.38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6100.0,6,1.0,7,133.5,0.0,133.5,22.25,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6500.0,6,1.0,7,133.5,0.0,133.5,22.25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6300.0,5,0.0,5,133.5,0.0,133.5,26.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4000.0,8,0.0,8,133.67,0.0,133.67,16.71,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4000.0,16,0.0,16,133.67,0.0,133.67,8.35,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6000.0,5,10.0,16,133.67,0.0,133.67,26.73,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6850.0,6,0.0,6,133.67,0.0,133.67,22.28,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4490.0,8,9.0,17,133.83,0.0,133.83,16.73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4003.0,7,5.0,12,133.83,0.0,133.83,19.12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4023.0,4,0.0,4,133.83,0.0,133.83,33.46,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6304.0,7,2.0,9,133.83,0.0,133.83,19.12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4003.0,7,4.0,11,134.0,0.0,134.0,19.14,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4400.0,7,0.0,7,134.0,0.0,134.0,19.14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4016.0,11,1.0,12,134.0,0.0,134.0,12.18,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6100.0,12,2.0,14,134.0,0.0,134.0,11.17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4109.0,7,3.0,10,134.0,0.0,134.0,19.14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6600.0,6,4.0,10,134.0,0.0,134.0,22.33,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4000.0,6,0.0,6,134.17,0.0,134.17,22.36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6400.0,10,0.0,10,134.17,0.0,134.17,13.42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6000.0,7,4.0,11,134.17,0.0,134.17,19.17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6000.0,8,1.0,9,134.33,0.0,134.33,16.79,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6000.0,9,1.0,10,134.33,0.0,134.33,14.93,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6000.0,8,1.0,9,134.33,0.0,134.33,16.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4000.0,6,0.0,6,134.5,0.0,134.5,22.42,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4000.0,4,4.0,8,133.0,1.5,134.5,33.25,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6600.0,12,0.0,12,134.5,0.0,134.5,11.21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6300.0,12,0.0,12,134.5,0.0,134.5,11.21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6300.0,4,0.0,4,134.5,0.0,134.5,33.63,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6500.0,5,0.0,6,134.5,0.0,134.5,26.9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6300.0,4,0.0,4,134.5,0.0,134.5,33.63,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4400.0,12,1.0,13,134.67,0.0,134.67,11.22,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6300.0,11,8.0,19,134.67,0.0,134.67,12.24,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6000.0,6,0.0,6,134.67,0.0,134.67,22.45,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4300.0,8,2.0,10,134.83,0.0,134.83,16.85,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6000.0,3,0.0,3,134.83,0.0,134.83,44.94,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6260.0,10,1.0,11,134.83,0.0,134.83,13.48,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8200.0,6,2.0,9,135.0,0.0,135.0,22.5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6000.0,5,3.0,8,135.0,0.0,135.0,27.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4000.0,14,1.0,15,135.0,0.0,135.0,9.64,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6300.0,4,0.0,4,135.0,0.0,135.0,33.75,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6400.0,9,1.0,10,135.17,0.0,135.17,15.02,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4000.0,13,0.0,13,135.33,0.0,135.33,10.41,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4000.0,6,3.0,9,135.33,0.0,135.33,22.56,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4002.0,6,1.0,7,135.33,0.0,135.33,22.56,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6000.0,7,0.0,7,135.33,0.0,135.33,19.33,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6000.0,7,0.0,7,135.5,0.0,135.5,19.36,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6450.0,5,1.0,6,135.5,0.0,135.5,27.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6000.0,9,3.0,12,135.5,0.0,135.5,15.06,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6000.0,6,4.0,10,135.5,0.0,135.5,22.58,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4400.0,10,0.0,10,135.67,0.0,135.67,13.57,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6450.0,6,0.0,6,135.67,0.0,135.67,22.61,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6300.0,6,0.0,6,135.83,0.0,135.83,22.64,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4400.0,7,0.0,7,136.0,0.0,136.0,19.43,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4550.0,3,2.0,5,136.0,0.0,136.0,45.33,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6000.0,3,0.0,3,136.0,0.0,136.0,45.33,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1505.0,4,12.0,16,136.0,0.0,136.0,34.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6600.0,2,5.0,7,136.0,0.0,136.0,68.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6300.0,8,0.0,8,136.0,0.0,136.0,17.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6000.0,6,0.0,7,136.17,0.0,136.17,22.7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6500.0,9,0.0,9,136.17,0.0,136.17,15.13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6000.0,7,0.0,7,136.25,0.0,136.25,19.46,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6000.0,5,1.0,6,136.33,0.0,136.33,27.27,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6000.0,7,0.0,7,136.33,0.0,136.33,19.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4500.0,4,0.0,4,136.5,0.0,136.5,34.13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6850.0,5,1.0,6,136.5,0.0,136.5,27.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4003.0,6,2.0,8,136.5,0.0,136.5,22.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6300.0,6,0.0,6,136.5,0.0,136.5,22.75,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4400.0,6,3.0,9,136.67,0.0,136.67,22.78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4550.0,6,6.0,12,136.67,0.0,136.67,22.78,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4000.0,8,0.0,8,136.67,0.0,136.67,17.08,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6162.0,3,0.0,3,136.67,0.0,136.67,45.56,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6000.0,7,0.0,7,136.67,0.0,136.67,19.52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4270.0,3,1.0,4,136.83,0.0,136.83,45.61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6000.0,10,5.0,15,136.83,0.0,136.83,13.68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4000.0,7,4.0,12,136.83,0.0,136.83,19.55,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4000.0,7,0.0,7,136.83,0.0,136.83,19.55,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6600.0,3,4.0,7,136.83,0.0,136.83,45.61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6000.0,9,0.0,9,137.0,0.0,137.0,15.22,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6450.0,6,1.0,7,137.0,0.0,137.0,22.83,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6300.0,10,0.0,10,137.0,0.0,137.0,13.7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6000.0,7,1.0,8,137.17,0.0,137.17,19.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6800.0,22,0.0,22,137.33,0.0,137.33,6.24,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4500.0,5,1.0,6,137.33,0.0,137.33,27.47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4000.0,20,0.0,20,137.5,0.0,137.5,6.88,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4000.0,11,2.0,13,137.5,0.0,137.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4000.0,2,1.0,3,137.67,0.0,137.67,68.84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6750.0,4,1.0,5,137.67,0.0,137.67,34.42,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4001.0,9,0.0,9,137.83,0.0,137.83,15.31,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6400.0,5,0.0,5,138.0,0.0,138.0,27.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6550.0,5,0.0,5,138.0,0.0,138.0,27.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4400.0,9,0.0,9,138.17,0.0,138.17,15.35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6000.0,7,0.0,8,138.17,0.0,138.17,19.74,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4000.0,9,3.0,12,138.17,0.0,138.17,15.35,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4110.0,7,3.0,10,138.33,0.0,138.33,19.76,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4004.0,7,4.0,11,138.33,0.0,138.33,19.76,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4000.0,10,1.0,11,138.33,0.0,138.33,13.83,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6100.0,9,2.0,11,138.33,0.0,138.33,15.37,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4230.0,10,1.0,11,138.5,0.0,138.5,13.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6450.0,7,0.0,7,138.5,0.0,138.5,19.79,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6400.0,4,9.0,13,138.5,0.0,138.5,34.63,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6260.0,6,0.0,6,138.67,0.0,138.67,23.11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6300.0,6,1.0,7,138.67,0.0,138.67,23.11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4023.0,3,0.0,3,139.0,0.0,139.0,46.33,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6000.0,9,4.0,13,139.0,0.0,139.0,15.44,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6500.0,3,4.0,7,139.0,0.0,139.0,46.33,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6500.0,7,0.0,7,139.0,0.0,139.0,19.86,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4000.0,5,0.0,5,139.17,0.0,139.17,27.83,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4550.0,2,3.0,5,139.17,0.0,139.17,69.59,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6000.0,11,0.0,11,139.17,0.0,139.17,12.65,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4400.0,14,0.0,14,139.25,0.0,139.25,9.95,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4000.0,4,2.0,6,139.33,0.0,139.33,34.83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6180.0,12,3.0,15,139.33,0.0,139.33,11.61,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4221.0,5,0.0,5,139.5,0.0,139.5,27.9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4002.0,4,7.0,11,139.5,0.0,139.5,34.88,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6100.0,5,1.0,6,139.5,0.0,139.5,27.9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6100.0,16,3.0,19,139.5,0.0,139.5,8.72,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4400.0,9,0.0,9,139.5,0.0,139.5,15.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6000.0,7,0.0,7,139.5,0.0,139.5,19.93,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4003.0,8,2.0,10,139.67,0.0,139.67,17.46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4000.0,12,3.0,15,139.67,0.0,139.67,11.64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6000.0,6,0.0,6,139.67,0.0,139.67,23.28,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6000.0,11,0.0,11,139.67,0.0,139.67,12.7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6450.0,12,3.0,15,139.67,0.0,139.67,11.64,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4600.0,9,1.0,10,139.67,0.0,139.67,15.52,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6300.0,7,1.0,8,139.67,0.0,139.67,19.95,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6300.0,5,2.0,7,139.83,0.0,139.83,27.97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6000.0,8,6.0,14,140.0,0.0,140.0,17.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6003.0,7,2.0,9,140.0,0.0,140.0,20.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4400.0,8,1.0,9,140.17,0.0,140.17,17.52,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6000.0,4,3.0,7,140.17,0.0,140.17,35.04,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6000.0,10,1.0,11,140.17,0.0,140.17,14.02,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4000.0,9,0.0,9,140.33,0.0,140.33,15.59,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6000.0,11,1.0,12,140.33,0.0,140.33,12.76,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6500.0,5,0.0,5,140.33,0.0,140.33,28.07,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6500.0,7,0.0,7,140.33,0.0,140.33,20.05,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6300.0,5,5.0,10,140.33,0.0,140.33,28.07,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4000.0,3,0.0,3,140.5,0.0,140.5,46.83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6400.0,7,0.0,7,140.5,0.0,140.5,20.07,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6300.0,6,0.0,6,140.67,0.0,140.67,23.45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4003.0,10,2.0,12,140.83,0.0,140.83,14.08,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6300.0,8,0.0,8,140.83,0.0,140.83,17.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4002.0,6,0.0,6,141.0,0.0,141.0,23.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4230.0,4,0.0,4,141.0,0.0,141.0,35.25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6000.0,8,0.0,8,141.0,0.0,141.0,17.63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6800.0,3,0.0,3,141.0,0.0,141.0,47.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4210.0,4,0.0,4,141.17,0.0,141.17,35.29,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4230.0,7,0.0,7,141.17,0.0,141.17,20.17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6400.0,7,0.0,7,141.17,0.0,141.17,20.17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4701.0,2,3.0,8,141.33,0.0,141.33,70.67,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4224.0,3,2.0,5,141.33,0.0,141.33,47.11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6000.0,8,1.0,9,141.33,0.0,141.33,17.67,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6000.0,6,0.0,6,141.33,0.0,141.33,23.56,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4003.0,3,2.0,5,141.5,0.0,141.5,47.17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
